timestamp,ticker,side,strategy,quantity,reference_price,parent_order_id,parent_date,parent_quantity,parent_start_time,parent_end_time,participation_cap,notional,source_csv
2026-04-28 12:35:00-04:00,SPY,buy,VWAP,4943.738346555045,709.7098999023438,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,3508620.047076959,data/processed/SPY_5d_5m.csv
2026-04-28 12:40:00-04:00,SPY,buy,VWAP,4225.1276656636,709.530029296875,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,2997854.9564013314,data/processed/SPY_5d_5m.csv
2026-04-28 12:45:00-04:00,SPY,buy,VWAP,6061.50438126297,709.739990234375,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,4302092.060363201,data/processed/SPY_5d_5m.csv
2026-04-28 12:50:00-04:00,SPY,buy,VWAP,5166.568443111375,710.2598266601562,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,3669606.0068321186,data/processed/SPY_5d_5m.csv
2026-04-28 12:55:00-04:00,SPY,buy,VWAP,5143.805464990421,710.1799926757812,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,3653027.7274525403,data/processed/SPY_5d_5m.csv
2026-04-28 13:00:00-04:00,SPY,buy,VWAP,6958.078369686834,709.6599731445312,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,4937869.708969503,data/processed/SPY_5d_5m.csv
2026-04-28 13:05:00-04:00,SPY,buy,VWAP,5037.261149329084,709.8800048828125,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,3575850.969281732,data/processed/SPY_5d_5m.csv
2026-04-28 13:10:00-04:00,SPY,buy,VWAP,4450.09314823752,709.989990234375,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,3159521.5908592157,data/processed/SPY_5d_5m.csv
2026-04-28 13:15:00-04:00,SPY,buy,VWAP,7066.777806911208,709.6500244140625,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,5014939.043203294,data/processed/SPY_5d_5m.csv
2026-04-28 13:20:00-04:00,SPY,buy,VWAP,5414.892917278811,709.89501953125,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,3844005.513271269,data/processed/SPY_5d_5m.csv
2026-04-28 13:25:00-04:00,SPY,buy,VWAP,23857.5,710.1199951171875,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,16941687.7835083,data/processed/SPY_5d_5m.csv
